,,,sysbench,,,y-cruncher,,,pgbench,,,iperf,,,,,,
instanceID,setId,tenants,sysbench_wall_time,sysbench_std,sysbench_cv,ycruncher_wall_time,ycruncher_std,ycruncher_cv,pgbench_transactions,pgbench_std,pgbench_cv,bandwidthUpload,bandwitdhDownload,iperf_total,stdUp,stdDown,stdTotal,iperf_cv
i-0763ab86e85627573,2,46,9.053479539,0.005393829496,0.0005957741963,6.551533646,0.04820590456,0.007357957261,117659,50.92150823,0.0004327888918,722.8,671.7,1394.5,463.8210383,347.4037197,754.126905,0.5407865938
i-07998976f194caa97,2,46,9.053976721,0.008848205674,0.0009772728544,6.371637848,0.03017648894,0.004736064677,124533.6667,277.835083,0.002231003795,732.6,639.8,1372.4,102.2732723,179.4607973,242.4789567,0.1766824225
i-07be1c77f6fdf8eda,2,46,9.042818811,0.005691004753,0.0006293396862,6.541532093,0.08054943592,0.01231354288,124394,674.3804564,0.005421326241,527.3,613.6,1140.9,153.1172753,103.0417391,162.5303049,0.142457976
i-07c76ac1348426483,2,46,9.051941501,0.0090423991,0.0009989458172,6.507345067,0.03795300133,0.005832332685,123775.6667,393.9826561,0.003183038046,721.3,629.2,1350.5,227.6757197,152.5201626,348.2423326,0.2578617791
i-0837f0f6a7a42ac68,2,46,9.043768591,0.008535932366,0.0009438468355,6.558636745,0.05391028039,0.008219738718,125991.6667,388.1975442,0.003081136669,527,598.7,1125.7,409.0930348,389.1672163,768.2988496,0.6825076393
i-084caea7d9c000ba9,2,46,9.053652445,0.01164506252,0.001286228137,6.567279471,0.05988926097,0.009119341004,123074.6667,252.5951966,0.002052373599,461.8,523.5,985.3,147.1883148,144.8357307,271.2694642,0.2753166185
i-08559b79281547ef2,2,46,9.043815957,0.007248494697,0.0008014863118,6.535274082,0.05158775027,0.007893739364,124162,195.4686676,0.001574303471,429.4,485.8,915.2,133.4484503,152.3204225,211.917594,0.2315533152
i-08e70b514c8c3cd5a,2,46,9.053282658,0.006668666735,0.0007366020688,6.402214607,0.05825897194,0.009099815536,126861,402.3170392,0.003171321676,495.9,556.2,1052.1,150.0499546,168.4226166,252.1218621,0.2396367855
i-08ff78a502245298a,2,46,9.050177336,0.01010513634,0.001116567772,6.367086437,0.0244673143,0.003842780295,126988,477.0670812,0.003756788683,422,523.7,945.7,160.5241415,192.7704738,234.5255494,0.2479914872
i-095d06d26dd29ecec,2,46,9.046805488,0.007941792649,0.0008778560189,6.446796523,0.04892714624,0.00758937343,124126.3333,539.1997156,0.004343959103,512,544.8,1056.8,170.5520448,133.8056634,267.4795112,0.2531032467
i-0977cb2af690d36fd,2,46,9.044412454,0.008346837883,0.0009228723176,6.36080326,0.05311968061,0.008351096306,128345.6667,118.4919125,0.0009232248786,594.5,588,1182.5,385.3094716,184.4065557,468.3626918,0.3960783863
i-09c658651b17c197e,2,46,9.053854624,0.01156267747,0.00127709997,6.557164722,0.09204891894,0.01403791468,124561.6667,273.1031551,0.002192513655,670.4,568.7,1239.1,668.3517371,390.5275776,1042.367119,0.8412292141
i-0aecb3d1daeccc874,2,46,9.044484112,0.006905093235,0.0007634590486,6.54184617,0.03906184726,0.005971073952,125068,93.61623791,0.0007485227069,635.7,586.4,1222.1,267.4746302,201.9010759,405.25505,0.3316054742
i-0b138e3642a677559,2,46,9.045502821,0.008661834283,0.000957584609,6.339143541,0.0426866392,0.00673381805,123295,257.4470819,0.002088057763,532.3,504.3,1036.6,300.3631321,145.2714318,430.5167954,0.4153162217
i-0b3a38b18367faa71,2,46,9.041382472,0.004526007277,0.0005005879677,6.307488203,0.03549831911,0.005627964408,125701,90.42123644,0.0007193358561,583.3,544.1,1127.4,485.6997358,236.3375411,697.171938,0.6183891591
i-0ba417327f988ba2b,2,46,9.049614959,0.006290508565,0.0006951133935,6.575997459,0.06757150289,0.01027547582,123281.6667,122.5166655,0.0009937946886,687.3,562.3,1249.6,565.0870238,291.3432683,842.3083626,0.6740623901
i-0bfaa8f4e041c36fa,2,46,9.052760177,0.01005250288,0.001110435125,6.542073144,0.1013787229,0.01549642149,124397.6667,44.37717131,0.0003567363641,520.5,507.2,1027.7,270.6778528,192.3086639,457.3037041,0.4449778185
i-0c3e9f9e7b281edfe,2,46,9.041612917,0.005695672044,0.0006299398234,6.515103578,0.02795181526,0.004290310189,128365.3333,263.7903208,0.002054996578,548.7,555.2,1103.9,139.6360746,101.6429481,215.8628423,0.1955456493
i-0cc4b604b837f69d9,2,46,9.04042636,0.007248383766,0.0008017745488,6.345156034,0.04306121123,0.006786470026,123714,282.3242816,0.002282072212,627.7,530.2,1157.9,332.0374979,152.3780387,415.0369328,0.3584393581
i-0d136c81f43ce8a29,2,46,9.051007244,0.01017275106,0.001123935799,6.374655141,0.03243693153,0.005088421383,126643.3333,364.1240631,0.002875193297,611.8,646.5,1258.3,668.702691,359.9176603,1004.446011,0.7982563863
i-0d1c421d52c368b29,2,46,9.044637548,0.007473163625,0.0008262535216,6.539414883,0.03386648829,0.00517882546,122670.3333,267.7486383,0.002182668222,539.6,491.2,1030.8,266.0639856,127.7252259,387.1766178,0.3756078946
i-0d44050a4e6a71d7c,2,46,9.045452012,0.007370432833,0.0008148219485,6.563385725,0.1115664974,0.01699831491,123999.6667,215.3539722,0.001736730251,744.8,566,1310.8,333.3999267,124.5703728,418.897707,0.3195740822
i-0d6feb91baa545931,2,46,9.054452578,0.01021347214,0.001128005482,6.318398582,0.02142073426,0.003390215729,121818.3333,374.0672845,0.00307069777,471.8,565.8,1037.6,176.0061868,93.61956111,157.4097272,0.1517055968
i-0dcfa6d3bc470d28d,2,46,9.053336753,0.008098937236,0.0008945803582,6.347675376,0.02064401539,0.003252216625,125027,125.383412,0.00100285068,579.5,562.6,1142.1,143.356006,198.7428266,284.295015,0.2489230496
i-0e167bbfcd6a685f5,2,46,9.044658634,0.007668754841,0.0008478766476,6.552602079,0.02641509526,0.004031237505,125747.6667,338.0493061,0.002688314742,480,577,1057,395.5196301,375.3854316,761.6245794,0.7205530553
i-0ede59d8254436a40,2,46,9.043941153,0.00661549299,0.0007314834183,6.419499026,0.08163662877,0.01271697814,127297,288.5324938,0.002266608748,532,537.9,1069.9,234.0840305,200.0296922,327.3056506,0.3059217222
i-0f285214d5c41327e,2,46,9.041256454,0.008619121221,0.000953310114,6.488746828,0.05348272039,0.008242380509,126675.6667,187.2573986,0.001478242851,431.4,513.2,944.6,202.8087221,214.3329705,307.3832931,0.3254110662
i-0f472084ac3992ad9,2,46,9.053784211,0.007978842725,0.0008812715809,6.543979115,0.05467741492,0.008355377357,126469.6667,246.8224733,0.001951633778,547.2,519,1066.2,347.3908462,172.8763206,487.302963,0.4570464857
i-0009b7735dea24732,3,45,9.050097704,0.009211482745,0.001017832409,6.28092636,0.01758378581,0.002799552933,127170.3333,192.3651043,0.001512657073,585.8,618.7,1204.5,120.0275894,214.5284493,274.5401205,0.2279287011
i-002f7e27ea3e0bc1c,3,45,9.048571587,0.01020630751,0.001127946816,6.381575505,0.04848098335,0.007597024169,125858,367.8980837,0.002923120371,617.7,632.6,1250.3,376.5173893,211.3523651,362.6378818,0.2900406957
i-007e12c9530b8cdea,3,45,9.05610866,0.01010410526,0.001115722617,6.419705815,0.1274266284,0.01984929405,125318,433.9619799,0.003462886257,442.5,554.9,997.4,162.1133006,156.0110039,258.5675068,0.2592415348
i-008e6f72c7403b5d3,3,45,9.049162891,0.01140424363,0.001260253989,6.390171449,0.0643524963,0.01007054299,127709.3333,242.0915805,0.001895645167,680.7,682.5,1363.2,211.6044791,169.5820025,276.9198841,0.2031395864
i-00ba7a56c944e5a25,3,45,9.050475889,0.0110248922,0.001218156077,6.396365351,0.04947038515,0.007734140005,127472,297.5617583,0.002334330349,673,610.5,1283.5,609.2040344,432.1738976,1010.965463,0.7876630017
i-00d71d40b42658392,3,45,9.04485827,0.006809398467,0.000752847448,6.391499943,0.02750231865,0.004302952186,126195.3333,481.0450429,0.003811908335,605.9,550.8,1156.7,135.7959662,92.83414123,219.5278013,0.1897880188
i-01f539b055c2a5d34,3,45,9.056050115,0.01019983211,0.001126300316,6.382982731,0.05960473159,0.009338068753,127562.6667,94.29916931,0.0007392379901,467.3,490,957.3,139.7203954,131.0004241,246.3132829,0.2572999926
i-0243a74ede206f760,3,45,9.04946412,0.01247691346,0.001378746111,6.39300251,0.02108635637,0.003298349459,127374,165.2180378,0.001297109597,456.3,466.1,922.4,134.1359592,111.6914898,229.3499025,0.2486447338
i-02765ba82e12781a4,3,45,9.055377722,0.0179470613,0.001981922991,6.396190352,0.03592931636,0.005617299421,125857,214.5437018,0.001704662449,763.5,616.6,1380.1,419.8291319,214.6885082,602.1857318,0.4363348538
i-02ca0e36a4acaf9fc,3,45,9.04380552,0.009783506892,0.001081790942,6.448782577,0.1801941738,0.02794235527,125491.6667,375.4122179,0.002991531054,764.8,512.5,1277.3,359.6741735,129.0411218,481.8556838,0.3772455052
i-040dfb2d2a1990b9d,3,45,9.052602954,0.01281783742,0.001415928378,6.333093511,0.03718739123,0.005871915702,126561.6667,215.5605097,0.001703205365,521.1,624,1145.1,485.1094836,418.8110155,889.9860735,0.7772125348
i-048c3c6548c1a414a,3,45,9.047106505,0.009540310402,0.001054515098,6.422783242,0.09444437195,0.01470458653,126786.6667,415.8862024,0.003280204562,686.5,594.8,1281.3,268.3551751,206.9040572,353.5285781,0.2759139765
i-0507566c757134fb6,3,45,9.04163093,0.005579073257,0.000617042799,6.431311263,0.01230401774,0.00191314294,127364,260.0519179,0.002041800806,561.9,648.8,1210.7,188.9047085,212.3601762,356.5978282,0.2945385548
i-05e473f8ff82c1527,3,45,9.053882387,0.009802539525,0.001082689073,6.34464248,0.03594610878,0.005665584607,127071,329.4040073,0.002592283112,698,536.5,1234.5,421.3826448,221.5778017,637.165119,0.5161321337
i-067b2519b614c8f9d,3,45,9.049948136,0.009196462588,0.001016189535,6.38924951,0.03517549821,0.005505419401,126103.6667,112.179915,0.0008895848787,491.5,535.8,1027.3,165.1115784,111.6102345,224.1398621,0.2181834538
i-06b96f53253b4cc2e,3,45,9.050543096,0.0137927211,0.001523966126,6.502741257,0.1813849484,0.02789361305,127051.3333,246.1733806,0.001937589903,646.9,550.1,1197,279.8961911,141.5128184,349.2948452,0.2918085591
i-071a48cf857bce94f,3,45,9.045967076,0.01127242265,0.001246126871,6.448153681,0.0925597275,0.01435445433,125536,147.929037,0.001178379405,742.4,610.8,1353.2,662.4092726,360.9766998,1021.605686,0.7549554287
i-07379900fe80899d6,3,45,9.050495413,0.01030679308,0.001138809823,6.468978961,0.1297327698,0.02005459758,126115.3333,136.7820651,0.001084579182,613.2,548.8,1162,232.6403041,211.1838588,368.96793,0.317528339
i-0763ab86e85627573,3,45,9.048284848,0.009170826857,0.00101354312,6.432951132,0.03558543076,0.005531742746,118435.6667,165.3158593,0.001395828334,790.4,603.5,1393.9,381.9674797,191.0237042,566.8208516,0.4066438421
i-07998976f194caa97,3,45,9.055172602,0.01168748933,0.001290697577,6.414069308,0.02552814962,0.003980023974,127066,226.2763797,0.001780778333,592.4,557.9,1150.3,126.9025873,136.0183403,203.4486285,0.176865712
i-07be1c77f6fdf8eda,3,45,9.045463694,0.008295884444,0.000917132026,6.468122774,0.05612256245,0.008676793007,127237.3333,160.2820431,0.001259709229,391,423.3,814.3,78.75277773,98.10770725,149.6396041,0.1837647109
i-07c76ac1348426483,3,45,9.055335866,0.01319514781,0.001457168238,6.412813293,0.02812253561,0.004385366349,124766,208.0288442,0.001667352036,493.6,589.1,1082.7,306.2243912,371.0230451,666.670175,0.6157478295
i-0837f0f6a7a42ac68,3,45,9.046212514,0.008324190034,0.0009201851074,6.458576229,0.02240233055,0.003468617502,127040.6667,49.5210393,0.000389804624,741.7,652.6,1394.3,460.2979832,188.4157342,601.9324528,0.4317094261
i-084caea7d9c000ba9,3,45,9.050244914,0.008942597284,0.0009881055561,6.443300274,0.0301985934,0.004686820747,125437.6667,430.6185474,0.003432928552,496.9,505.5,1002.4,190.3835019,107.0547627,251.3648079,0.2507629768
i-08559b79281547ef2,3,45,9.058641593,0.0470412218,0.005192966441,6.428883791,0.04710872442,0.00732766775,126958.6667,301.4072549,0.002374058131,527.1,546.1,1073.2,150.7200864,174.9383701,302.5527686,0.2819164821
i-08e70b514c8c3cd5a,3,45,9.046064695,0.007057576939,0.0007801820104,6.388643026,0.02102866799,0.003291570354,127705.3333,117.9335971,0.0009234821605,401.8,462.9,864.7,94.47492319,99.56176196,182.1056165,0.2105997646
i-08ff78a502245298a,3,45,9.04842933,0.008317141721,0.0009191807128,6.407521645,0.04227694203,0.006598017826,127925.3333,178.0037453,0.001391465948,585.9,659.9,1245.8,172.7917501,129.8276208,220.9463484,0.1773529848
i-095d06d26dd29ecec,3,45,9.046831952,0.009450480562,0.001044617675,6.436720239,0.01633802668,0.002538253345,127522,88.0170438,0.0006902106602,461.8,560.7,1022.5,207.1514744,209.6245586,266.5413247,0.2606761122
i-0977cb2af690d36fd,3,45,9.055244578,0.01089695667,0.001203386234,6.359894911,0.02436040981,0.003830316405,128967.3333,327.5672959,0.002539924548,566,566.5,1132.5,259.2510581,146.993764,321.9314109,0.2842661465
i-09c658651b17c197e,3,45,9.050789091,0.01015116523,0.001121577922,6.506132258,0.08534814647,0.01311810813,125702,207.0289835,0.001646982415,513.1,619.6,1132.7,325.9190254,197.1627641,419.5193149,0.3703710734
i-0b138e3642a677559,3,45,9.048492167,0.009155170092,0.00101178958,6.388368262,0.05520319144,0.008641203696,125793.6667,372.7161565,0.002962916706,741.7,641.7,1383.4,649.1471413,306.0780765,938.0925327,0.6781065005
i-0b3a38b18367faa71,3,45,9.042660024,0.007401881945,0.0008185513914,6.313538286,0.05253241308,0.008320597848,126643.6667,235.5553721,0.001859985409,577.2,634.9,1212.1,347.7888248,402.1805703,741.6112264,0.611839969
i-0ba417327f988ba2b,3,45,9.073458301,0.03656329142,0.004029697411,6.552991205,0.1082425921,0.01651804325,126517.3333,84.89012506,0.0006709762435,721,574,1295,370.6211003,175.2769238,540.95389,0.4177250116
i-0bfaa8f4e041c36fa,3,45,9.046758254,0.01233092016,0.001363020854,6.454064846,0.02571445965,0.003984227035,126813.6667,82.40347889,0.0006497996711,493.7,519.5,1013.2,149.1435178,109.1321828,196.6411283,0.1940792818
i-0c3e9f9e7b281edfe,3,45,9.046716452,0.009956651267,0.001100581777,6.415633466,0.02679324421,0.004176242977,129274.6667,290.2452986,0.002245183113,430.3,570.1,1000.4,72.48149189,151.4173409,212.9127103,0.2128275793
i-0cc4b604b837f69d9,3,45,9.047755612,0.009271498084,0.001024729058,6.357805305,0.03408133514,0.005360550301,126214,160.7015868,0.00127324692,722.6,700.3,1422.9,436.8694694,111.0755999,449.015825,0.3155638661
i-0d136c81f43ce8a29,3,45,9.051392502,0.01007608307,0.001113208058,6.402747075,0.03816070383,0.005960051738,127383,274.5341509,0.002155186727,535.5,546.9,1082.4,266.1775723,176.2475847,389.2411991,0.3596093858
i-0d1c421d52c368b29,3,45,9.068857882,0.05055919557,0.005575034501,6.440755155,0.02335050953,0.003625430399,125035,185.9220267,0.001486959865,438.8,499.2,938,155.9507045,188.7525129,306.1266985,0.3263610859
i-0d44050a4e6a71d7c,3,45,9.049945354,0.01171025439,0.001293958575,6.44651911,0.1214621555,0.01884151018,126428.6667,79.68897874,0.0006303078316,766,584,1350,395.342046,130.537351,487.4582603,0.3610801928
i-0d6feb91baa545931,3,45,9.056262811,0.01092415661,0.001206254372,6.379921913,0.01836509362,0.002878576552,124465.3333,222.6215024,0.001788622554,576.6,546.6,1123.2,155.2547727,134.4281717,266.5036168,0.2372717386
i-0dcfa6d3bc470d28d,3,45,9.054648823,0.01341620547,0.001481692525,6.382686165,0.02664459579,0.004174511343,127859.3333,521.0780492,0.004075400955,613.2,534.6,1147.8,159.1643455,71.66465113,154.4803475,0.1345882101
i-0e167bbfcd6a685f5,3,45,9.054124302,0.01225924347,0.00135399549,6.428037273,0.02002731221,0.003115618556,126804.3333,254.5198093,0.002007185422,527,619.9,1146.9,197.0358117,369.9683019,558.6560162,0.4871008948
i-0ede59d8254436a40,3,45,9.04793893,0.0106336752,0.001175259392,6.356853406,0.1050779591,0.01652986979,128155,196.4051934,0.001532559739,647.5,592.1,1239.6,166.5668034,137.8811485,184.5229284,0.1488568316
i-0f285214d5c41327e,3,45,9.045533313,0.009743570728,0.001077169293,6.33584253,0.03228369435,0.005095406681,127759.6667,208.5217814,0.001632140932,682.7,591.1,1273.8,236.1760407,101.4729849,235.8727529,0.1851725176
i-0f472084ac3992ad9,3,45,9.058146027,0.01285623414,0.001419300827,6.437026792,0.1127307721,0.01751286358,128930.3333,302.7281509,0.002347997892,503.8,482.8,986.6,268.6827125,146.6445438,397.6774796,0.4030787346
i-0009b7735dea24732,4,44,9.044297245,0.005760080504,0.000636874303,6.309514337,0.02067323863,0.003276518211,127250.3333,468.6473443,0.003682877145,578.3,595.4,1173.7,262.2191831,135.2357612,339.9902123,0.2896738624
i-002f7e27ea3e0bc1c,4,44,8.782436821,0.008808248473,0.001002939008,6.348183473,0.1041888147,0.01641238241,127493.6667,465.0261641,0.003647445213,708.4,593.7,1302.1,122.7999276,101.6814743,189.8891197,0.1458329773
i-007e12c9530b8cdea,4,44,9.046896987,0.008275270487,0.0009147081589,6.338296599,0.05829560965,0.009197362216,126875.3333,466.4657901,0.003676567997,378.1,519.3,897.4,91.59748905,169.4842176,208.0796856,0.2318694959
i-008e6f72c7403b5d3,4,44,8.782147699,0.006921984037,0.000788188069,6.367228005,0.1069864646,0.01680267527,128233,140.8012784,0.001098011264,767.3,681.3,1448.6,330.9387489,211.3023374,490.1777909,0.338380361
i-00ba7a56c944e5a25,4,44,8.783223285,0.01109815331,0.001263562698,6.496744315,0.2405644506,0.0370284621,127302.6667,289.0957166,0.002270932135,742,593.4,1335.4,377.2868051,190.1193777,554.6707131,0.415359228
i-00d71d40b42658392,4,44,8.781941626,0.009735285639,0.001108557316,6.303895288,0.03889739271,0.006170374179,128699,170.7893439,0.001327044841,606.4,483.8,1090.2,266.9794832,143.8353998,404.247394,0.3708011319
i-01f539b055c2a5d34,4,44,9.047635979,0.005894816782,0.0006515311619,6.306430393,0.04763079466,0.007552734541,127543.6667,156.3116545,0.001225554029,498.6,550.7,1049.3,134.4984097,144.5014802,268.940328,0.2563045153
i-0243a74ede206f760,4,44,8.783465703,0.009789227515,0.00111450626,6.372847371,0.08126214095,0.0127513082,127388,413.7426737,0.003247893629,421.5,492.5,914,129.0798633,109.4179043,203.2108921,0.2223313918
i-02765ba82e12781a4,4,44,9.04810516,0.008983310194,0.0009928388359,6.431092607,0.01715950916,0.002668210554,127510.3333,204.4757524,0.001603601427,1054.8,762.2,1817,1337.506951,402.1336981,1720.182936,0.9467159802
i-02ca0e36a4acaf9fc,4,44,8.781370163,0.01019846684,0.00116137535,6.353330586,0.039089715,0.006152633563,125542,702.5638761,0.005596245687,872.4,594.6,1467,331.4138735,152.8290257,376.2900772,0.2565031201
i-048c3c6548c1a414a,4,44,8.783463796,0.009881317948,0.001124991026,6.475269132,0.0607647452,0.009384126584,126550.3333,169.3556416,0.001338247297,621.3,678.4,1299.7,755.1238383,363.6237983,1095.719556,0.8430557479
i-0507566c757134fb6,4,44,9.045706378,0.008391454187,0.0009276726257,6.419628037,0.02662961723,0.004148155792,129365.3333,141.0047281,0.001089973059,598.7,616.4,1215.1,302.005905,245.000771,466.4474366,0.3838757605
i-05e473f8ff82c1527,4,44,9.047199514,0.009649878634,0.001066614992,6.265806728,0.03954131992,0.006310651068,126948.6667,390.3041549,0.003074503775,583.7,675.9,1259.6,274.6954071,205.7082346,327.1024984,0.2596875979
i-067b2519b614c8f9d,4,44,9.042731523,0.006073078614,0.0006715978019,6.343211386,0.05696224854,0.008980033152,127210,326.5011485,0.00256663115,528.7,522.9,1051.6,158.5560188,69.22981053,170.4863631,0.1621209234
i-06b96f53253b4cc2e,4,44,9.046377579,0.008732925692,0.0009653505633,6.449980259,0.06834975065,0.010596893,128611,331.8132005,0.002579975278,535.9,584.6,1120.5,203.0563414,143.0704566,255.6178789,0.228128406
i-071a48cf857bce94f,4,44,9.045846886,0.009486171972,0.001048677044,6.389480087,0.03637731799,0.005693314243,127250,76.39371702,0.0006003435522,689.2,537.3,1226.5,352.4541893,174.3400572,463.1650174,0.3776314858
i-07379900fe80899d6,4,44,8.7816058,0.008725323493,0.0009935908866,6.499191099,0.1496727181,0.02302943794,125877.6667,220.0189386,0.001747879067,696.4,540.9,1237.3,314.3113106,208.7632631,427.735653,0.345700843
i-0763ab86e85627573,4,44,9.043149577,0.008521974118,0.0009423679267,6.456699848,0.02893722239,0.004481735727,118088.3333,219.26316,0.001856772416,868.8,938.4,1807.2,854.5198522,1279.553151,2128.064264,1.177547733
i-07998976f194caa97,4,44,9.04715432,0.01248508193,0.001380000991,6.348890172,0.03101349649,0.004884868953,128287.3333,163.9674764,0.001278126781,787.5,586.6,1374.1,228.1662406,166.4553327,281.7222628,0.2050231153
i-07be1c77f6fdf8eda,4,44,9.044826031,0.006948237624,0.0007682002507,6.422322035,0.02861140428,0.004454993712,128733,339.0176987,0.002633494898,426,545.9,971.9,135.8692182,215.7032169,330.1876403,0.3397341704
i-07c76ac1348426483,4,44,9.045246972,0.006284089722,0.0006947394296,6.446297725,0.08987492125,0.01394209903,124045.6667,701.9332827,0.005658668308,604.1,644.6,1248.7,239.1705342,461.5597229,690.361749,0.5528643781
i-0837f0f6a7a42ac68,4,44,8.78471552,0.008571910952,0.000975775588,6.467799081,0.05025937966,0.007770708247,126865,231.9202449,0.001828086903,506.9,521.9,1028.8,252.7068789,185.7569798,393.1436831,0.3821381056
i-084caea7d9c000ba9,4,44,9.043384658,0.006818346725,0.000753959605,6.494049205,0.1014855164,0.01562746343,126817.6667,260.2966257,0.002052526533,563.1,556.8,1119.9,133.3703699,115.1923994,180.1594664,0.1608710299
i-08559b79281547ef2,4,44,8.782901658,0.01001421453,0.001140194314,6.412580464,0.01728824304,0.002695988477,128221.3333,427.1350294,0.003331232162,481.1,475.5,956.6,170.3567825,215.252952,290.2857596,0.3034557386
i-08e70b514c8c3cd5a,4,44,9.043667131,0.006870566079,0.0007597101905,6.339770529,0.09779800562,0.01542611127,127464,349.4323969,0.002741420298,458.3,481.5,939.8,118.6779489,218.9988584,264.0478913,0.2809617911
