11/11/2019,python3 distribute_work.py -b pgbench -s -c 10 -n 3 -g m5d -d 4,,,,,,,,,,,
instanceID,experimentID,setId,instanceType,wallTime,clients,threads,scaleFactor,transactionsType,queryMode,duration,transactions,mountPoint
i-0a4d8691e4825dd05,1573493686-6,6,m5d.large,60.22552729,10,10,1,TPC-B (sort of),simple,60 s,127380,data_directory = '/var/lib/postgresql/9.5/main'
i-0a4d8691e4825dd05,1573493686-6,6,m5d.large,60.16720271,10,10,1,TPC-B (sort of),simple,60 s,127272,data_directory = '/var/lib/postgresql/9.5/main'
i-0a4d8691e4825dd05,1573493686-6,6,m5d.large,60.23959136,10,10,1,TPC-B (sort of),simple,60 s,126996,data_directory = '/var/lib/postgresql/9.5/main'
i-0a8c72dc0a2983782,1573493686-6,6,m5d.large,60.39037752,10,10,1,TPC-B (sort of),simple,60 s,124551,data_directory = '/var/lib/postgresql/9.5/main'
i-0a8c72dc0a2983782,1573493686-6,6,m5d.large,60.28452516,10,10,1,TPC-B (sort of),simple,60 s,124413,data_directory = '/var/lib/postgresql/9.5/main'
i-0a8c72dc0a2983782,1573493686-6,6,m5d.large,60.35355949,10,10,1,TPC-B (sort of),simple,60 s,124858,data_directory = '/var/lib/postgresql/9.5/main'
i-0ac717e37ac349436,1573493686-6,6,m5d.large,60.30223203,10,10,1,TPC-B (sort of),simple,60 s,125328,data_directory = '/var/lib/postgresql/9.5/main'
i-0ac717e37ac349436,1573493686-6,6,m5d.large,60.29567289,10,10,1,TPC-B (sort of),simple,60 s,125457,data_directory = '/var/lib/postgresql/9.5/main'
i-0ac717e37ac349436,1573493686-6,6,m5d.large,60.37564874,10,10,1,TPC-B (sort of),simple,60 s,125708,data_directory = '/var/lib/postgresql/9.5/main'
i-0b1660ab150321158,1573493686-6,6,m5d.large,60.23289418,10,10,1,TPC-B (sort of),simple,60 s,125909,data_directory = '/var/lib/postgresql/9.5/main'
i-0b1660ab150321158,1573493686-6,6,m5d.large,60.2822032,10,10,1,TPC-B (sort of),simple,60 s,125231,data_directory = '/var/lib/postgresql/9.5/main'
i-0b1660ab150321158,1573493686-6,6,m5d.large,60.36678529,10,10,1,TPC-B (sort of),simple,60 s,126152,data_directory = '/var/lib/postgresql/9.5/main'
i-0ba6ac65eda5fd2be,1573493686-6,6,m5d.large,60.21431613,10,10,1,TPC-B (sort of),simple,60 s,136261,data_directory = '/var/lib/postgresql/9.5/main'
i-0ba6ac65eda5fd2be,1573493686-6,6,m5d.large,60.16128993,10,10,1,TPC-B (sort of),simple,60 s,136294,data_directory = '/var/lib/postgresql/9.5/main'
i-0ba6ac65eda5fd2be,1573493686-6,6,m5d.large,60.14744329,10,10,1,TPC-B (sort of),simple,60 s,136182,data_directory = '/var/lib/postgresql/9.5/main'
i-0bab7b4ffcce0b983,1573493686-6,6,m5d.large,60.36786032,10,10,1,TPC-B (sort of),simple,60 s,124899,data_directory = '/var/lib/postgresql/9.5/main'
i-0bab7b4ffcce0b983,1573493686-6,6,m5d.large,60.29036951,10,10,1,TPC-B (sort of),simple,60 s,125593,data_directory = '/var/lib/postgresql/9.5/main'
i-0bab7b4ffcce0b983,1573493686-6,6,m5d.large,60.36047745,10,10,1,TPC-B (sort of),simple,60 s,125965,data_directory = '/var/lib/postgresql/9.5/main'
i-0ca30052d9ba02efb,1573493686-6,6,m5d.large,60.27029705,10,10,1,TPC-B (sort of),simple,60 s,124249,data_directory = '/var/lib/postgresql/9.5/main'
i-0ca30052d9ba02efb,1573493686-6,6,m5d.large,60.30498528,10,10,1,TPC-B (sort of),simple,60 s,124715,data_directory = '/var/lib/postgresql/9.5/main'
i-0ca30052d9ba02efb,1573493686-6,6,m5d.large,60.2448864,10,10,1,TPC-B (sort of),simple,60 s,125315,data_directory = '/var/lib/postgresql/9.5/main'
i-0d297fb82acbdb87a,1573493686-6,6,m5d.large,60.18562627,10,10,1,TPC-B (sort of),simple,60 s,125561,data_directory = '/var/lib/postgresql/9.5/main'
i-0d297fb82acbdb87a,1573493686-6,6,m5d.large,60.19776964,10,10,1,TPC-B (sort of),simple,60 s,125179,data_directory = '/var/lib/postgresql/9.5/main'
i-0d297fb82acbdb87a,1573493686-6,6,m5d.large,60.20006394,10,10,1,TPC-B (sort of),simple,60 s,125143,data_directory = '/var/lib/postgresql/9.5/main'
i-0de61ed9382a3fb50,1573493686-6,6,m5d.large,60.35101032,10,10,1,TPC-B (sort of),simple,60 s,125580,data_directory = '/var/lib/postgresql/9.5/main'
i-0de61ed9382a3fb50,1573493686-6,6,m5d.large,60.277776,10,10,1,TPC-B (sort of),simple,60 s,125866,data_directory = '/var/lib/postgresql/9.5/main'
i-0de61ed9382a3fb50,1573493686-6,6,m5d.large,60.36795759,10,10,1,TPC-B (sort of),simple,60 s,126518,data_directory = '/var/lib/postgresql/9.5/main'
i-0ec63ff7c20b94289,1573493686-6,6,m5d.large,60.25081968,10,10,1,TPC-B (sort of),simple,60 s,136669,data_directory = '/var/lib/postgresql/9.5/main'
i-0ec63ff7c20b94289,1573493686-6,6,m5d.large,60.31050658,10,10,1,TPC-B (sort of),simple,60 s,136855,data_directory = '/var/lib/postgresql/9.5/main'
i-0ec63ff7c20b94289,1573493686-6,6,m5d.large,60.31672382,10,10,1,TPC-B (sort of),simple,60 s,136560,data_directory = '/var/lib/postgresql/9.5/main'
i-0f689a3a33498e83d,1573493686-6,6,m5d.large,60.26422977,10,10,1,TPC-B (sort of),simple,60 s,136874,data_directory = '/var/lib/postgresql/9.5/main'
i-0f689a3a33498e83d,1573493686-6,6,m5d.large,60.32139945,10,10,1,TPC-B (sort of),simple,60 s,136466,data_directory = '/var/lib/postgresql/9.5/main'
i-0f689a3a33498e83d,1573493686-6,6,m5d.large,60.28742623,10,10,1,TPC-B (sort of),simple,60 s,136347,data_directory = '/var/lib/postgresql/9.5/main'
i-0fa2929654e737097,1573493686-6,6,m5d.large,60.38460827,10,10,1,TPC-B (sort of),simple,60 s,136484,data_directory = '/var/lib/postgresql/9.5/main'
i-0fa2929654e737097,1573493686-6,6,m5d.large,60.26222801,10,10,1,TPC-B (sort of),simple,60 s,136939,data_directory = '/var/lib/postgresql/9.5/main'
i-0fa2929654e737097,1573493686-6,6,m5d.large,60.28270507,10,10,1,TPC-B (sort of),simple,60 s,136641,data_directory = '/var/lib/postgresql/9.5/main'
i-0fe43e68fee80f492,1573493686-6,6,m5d.large,60.27082729,10,10,1,TPC-B (sort of),simple,60 s,125881,data_directory = '/var/lib/postgresql/9.5/main'
i-0fe43e68fee80f492,1573493686-6,6,m5d.large,60.29967976,10,10,1,TPC-B (sort of),simple,60 s,125752,data_directory = '/var/lib/postgresql/9.5/main'
i-0fe43e68fee80f492,1573493686-6,6,m5d.large,60.22612619,10,10,1,TPC-B (sort of),simple,60 s,125985,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff3d0efdb7d26460,1573493686-6,6,m5d.large,60.17000031,10,10,1,TPC-B (sort of),simple,60 s,136383,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff3d0efdb7d26460,1573493686-6,6,m5d.large,60.17222142,10,10,1,TPC-B (sort of),simple,60 s,136743,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff3d0efdb7d26460,1573493686-6,6,m5d.large,60.15449715,10,10,1,TPC-B (sort of),simple,60 s,136916,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff5fc8fc2e90d33e,1573493686-6,6,m5d.large,60.35728288,10,10,1,TPC-B (sort of),simple,60 s,126510,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff5fc8fc2e90d33e,1573493686-6,6,m5d.large,60.29367137,10,10,1,TPC-B (sort of),simple,60 s,126468,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff5fc8fc2e90d33e,1573493686-6,6,m5d.large,60.62842321,10,10,1,TPC-B (sort of),simple,60 s,126266,data_directory = '/var/lib/postgresql/9.5/main'
i-00201d4dd6e17aac2,1573493686-7,7,m5d.large,60.25045562,10,10,1,TPC-B (sort of),simple,60 s,136952,data_directory = '/var/lib/postgresql/9.5/main'
i-00201d4dd6e17aac2,1573493686-7,7,m5d.large,60.25106454,10,10,1,TPC-B (sort of),simple,60 s,136453,data_directory = '/var/lib/postgresql/9.5/main'
i-00201d4dd6e17aac2,1573493686-7,7,m5d.large,60.51591206,10,10,1,TPC-B (sort of),simple,60 s,137499,data_directory = '/var/lib/postgresql/9.5/main'
i-002280d80dc30f869,1573493686-7,7,m5d.large,60.35318637,10,10,1,TPC-B (sort of),simple,60 s,127488,data_directory = '/var/lib/postgresql/9.5/main'
i-002280d80dc30f869,1573493686-7,7,m5d.large,60.30567002,10,10,1,TPC-B (sort of),simple,60 s,127522,data_directory = '/var/lib/postgresql/9.5/main'
i-002280d80dc30f869,1573493686-7,7,m5d.large,60.18388987,10,10,1,TPC-B (sort of),simple,60 s,127363,data_directory = '/var/lib/postgresql/9.5/main'
i-006e7104fede9e6a1,1573493686-7,7,m5d.large,60.24195457,10,10,1,TPC-B (sort of),simple,60 s,128206,data_directory = '/var/lib/postgresql/9.5/main'
i-006e7104fede9e6a1,1573493686-7,7,m5d.large,60.29593468,10,10,1,TPC-B (sort of),simple,60 s,127902,data_directory = '/var/lib/postgresql/9.5/main'
i-006e7104fede9e6a1,1573493686-7,7,m5d.large,60.30045509,10,10,1,TPC-B (sort of),simple,60 s,128237,data_directory = '/var/lib/postgresql/9.5/main'
i-0081b4ee38f64360d,1573493686-7,7,m5d.large,60.28046608,10,10,1,TPC-B (sort of),simple,60 s,126172,data_directory = '/var/lib/postgresql/9.5/main'
i-0081b4ee38f64360d,1573493686-7,7,m5d.large,60.34934139,10,10,1,TPC-B (sort of),simple,60 s,125964,data_directory = '/var/lib/postgresql/9.5/main'
i-0081b4ee38f64360d,1573493686-7,7,m5d.large,60.29074073,10,10,1,TPC-B (sort of),simple,60 s,125726,data_directory = '/var/lib/postgresql/9.5/main'
i-009bc0339c89f36be,1573493686-7,7,m5d.large,60.18018031,10,10,1,TPC-B (sort of),simple,60 s,127648,data_directory = '/var/lib/postgresql/9.5/main'
i-009bc0339c89f36be,1573493686-7,7,m5d.large,60.19845867,10,10,1,TPC-B (sort of),simple,60 s,127787,data_directory = '/var/lib/postgresql/9.5/main'
i-009bc0339c89f36be,1573493686-7,7,m5d.large,60.18333602,10,10,1,TPC-B (sort of),simple,60 s,127074,data_directory = '/var/lib/postgresql/9.5/main'
i-00f3dea44b5d24710,1573493686-7,7,m5d.large,60.22825241,10,10,1,TPC-B (sort of),simple,60 s,137663,data_directory = '/var/lib/postgresql/9.5/main'
i-00f3dea44b5d24710,1573493686-7,7,m5d.large,60.24571824,10,10,1,TPC-B (sort of),simple,60 s,137712,data_directory = '/var/lib/postgresql/9.5/main'
i-00f3dea44b5d24710,1573493686-7,7,m5d.large,60.23681831,10,10,1,TPC-B (sort of),simple,60 s,137687,data_directory = '/var/lib/postgresql/9.5/main'
i-00f67afb11e0bd948,1573493686-7,7,m5d.large,60.22562408,10,10,1,TPC-B (sort of),simple,60 s,137317,data_directory = '/var/lib/postgresql/9.5/main'
i-00f67afb11e0bd948,1573493686-7,7,m5d.large,60.26060534,10,10,1,TPC-B (sort of),simple,60 s,136518,data_directory = '/var/lib/postgresql/9.5/main'
i-00f67afb11e0bd948,1573493686-7,7,m5d.large,60.26290941,10,10,1,TPC-B (sort of),simple,60 s,137471,data_directory = '/var/lib/postgresql/9.5/main'
i-0199616cf85088f42,1573493686-7,7,m5d.large,60.1876173,10,10,1,TPC-B (sort of),simple,60 s,138229,data_directory = '/var/lib/postgresql/9.5/main'
i-0199616cf85088f42,1573493686-7,7,m5d.large,60.18397117,10,10,1,TPC-B (sort of),simple,60 s,138168,data_directory = '/var/lib/postgresql/9.5/main'
i-0199616cf85088f42,1573493686-7,7,m5d.large,60.18779874,10,10,1,TPC-B (sort of),simple,60 s,138028,data_directory = '/var/lib/postgresql/9.5/main'
i-019ac8b730dd68817,1573493686-7,7,m5d.large,60.28466153,10,10,1,TPC-B (sort of),simple,60 s,124869,data_directory = '/var/lib/postgresql/9.5/main'
i-019ac8b730dd68817,1573493686-7,7,m5d.large,60.28823566,10,10,1,TPC-B (sort of),simple,60 s,124994,data_directory = '/var/lib/postgresql/9.5/main'
i-019ac8b730dd68817,1573493686-7,7,m5d.large,60.31502056,10,10,1,TPC-B (sort of),simple,60 s,124949,data_directory = '/var/lib/postgresql/9.5/main'
i-0298f0b8d95554c11,1573493686-7,7,m5d.large,60.29289746,10,10,1,TPC-B (sort of),simple,60 s,128552,data_directory = '/var/lib/postgresql/9.5/main'
i-0298f0b8d95554c11,1573493686-7,7,m5d.large,60.24858427,10,10,1,TPC-B (sort of),simple,60 s,127938,data_directory = '/var/lib/postgresql/9.5/main'
i-0298f0b8d95554c11,1573493686-7,7,m5d.large,60.27599764,10,10,1,TPC-B (sort of),simple,60 s,127921,data_directory = '/var/lib/postgresql/9.5/main'
i-02b3ea9678581126f,1573493686-7,7,m5d.large,60.23091269,10,10,1,TPC-B (sort of),simple,60 s,138766,data_directory = '/var/lib/postgresql/9.5/main'
i-02b3ea9678581126f,1573493686-7,7,m5d.large,60.23120713,10,10,1,TPC-B (sort of),simple,60 s,139104,data_directory = '/var/lib/postgresql/9.5/main'
i-02b3ea9678581126f,1573493686-7,7,m5d.large,60.24972606,10,10,1,TPC-B (sort of),simple,60 s,138601,data_directory = '/var/lib/postgresql/9.5/main'
i-0406de69ef10bcf2f,1573493686-7,7,m5d.large,60.33361244,10,10,1,TPC-B (sort of),simple,60 s,136935,data_directory = '/var/lib/postgresql/9.5/main'
i-0406de69ef10bcf2f,1573493686-7,7,m5d.large,60.30661869,10,10,1,TPC-B (sort of),simple,60 s,136844,data_directory = '/var/lib/postgresql/9.5/main'
i-0406de69ef10bcf2f,1573493686-7,7,m5d.large,60.28736448,10,10,1,TPC-B (sort of),simple,60 s,137130,data_directory = '/var/lib/postgresql/9.5/main'
i-04a34adb2ad7935a0,1573493686-7,7,m5d.large,60.23632503,10,10,1,TPC-B (sort of),simple,60 s,126779,data_directory = '/var/lib/postgresql/9.5/main'
i-04a34adb2ad7935a0,1573493686-7,7,m5d.large,60.2399261,10,10,1,TPC-B (sort of),simple,60 s,127050,data_directory = '/var/lib/postgresql/9.5/main'
i-04a34adb2ad7935a0,1573493686-7,7,m5d.large,60.28202176,10,10,1,TPC-B (sort of),simple,60 s,126843,data_directory = '/var/lib/postgresql/9.5/main'
i-04b26a678509595cc,1573493686-7,7,m5d.large,60.18740726,10,10,1,TPC-B (sort of),simple,60 s,127834,data_directory = '/var/lib/postgresql/9.5/main'
i-04b26a678509595cc,1573493686-7,7,m5d.large,60.1663239,10,10,1,TPC-B (sort of),simple,60 s,128018,data_directory = '/var/lib/postgresql/9.5/main'
i-04b26a678509595cc,1573493686-7,7,m5d.large,60.19108772,10,10,1,TPC-B (sort of),simple,60 s,127512,data_directory = '/var/lib/postgresql/9.5/main'
i-04bee411b1aa7182a,1573493686-7,7,m5d.large,60.20824885,10,10,1,TPC-B (sort of),simple,60 s,138673,data_directory = '/var/lib/postgresql/9.5/main'
i-04bee411b1aa7182a,1573493686-7,7,m5d.large,60.22839308,10,10,1,TPC-B (sort of),simple,60 s,137840,data_directory = '/var/lib/postgresql/9.5/main'
i-04bee411b1aa7182a,1573493686-7,7,m5d.large,60.22153735,10,10,1,TPC-B (sort of),simple,60 s,138345,data_directory = '/var/lib/postgresql/9.5/main'
i-053d832f5290f4679,1573493686-7,7,m5d.large,60.38557172,10,10,1,TPC-B (sort of),simple,60 s,125911,data_directory = '/var/lib/postgresql/9.5/main'
i-053d832f5290f4679,1573493686-7,7,m5d.large,60.26713562,10,10,1,TPC-B (sort of),simple,60 s,126059,data_directory = '/var/lib/postgresql/9.5/main'
i-053d832f5290f4679,1573493686-7,7,m5d.large,60.25213766,10,10,1,TPC-B (sort of),simple,60 s,126093,data_directory = '/var/lib/postgresql/9.5/main'
i-0584ca6269a2927b7,1573493686-7,7,m5d.large,60.29210234,10,10,1,TPC-B (sort of),simple,60 s,138393,data_directory = '/var/lib/postgresql/9.5/main'
i-0584ca6269a2927b7,1573493686-7,7,m5d.large,60.27731872,10,10,1,TPC-B (sort of),simple,60 s,138209,data_directory = '/var/lib/postgresql/9.5/main'
i-0584ca6269a2927b7,1573493686-7,7,m5d.large,60.30837941,10,10,1,TPC-B (sort of),simple,60 s,138506,data_directory = '/var/lib/postgresql/9.5/main'
i-05ab28efb10ffba0e,1573493686-7,7,m5d.large,60.25764966,10,10,1,TPC-B (sort of),simple,60 s,137043,data_directory = '/var/lib/postgresql/9.5/main'
i-05ab28efb10ffba0e,1573493686-7,7,m5d.large,60.5850184,10,10,1,TPC-B (sort of),simple,60 s,136535,data_directory = '/var/lib/postgresql/9.5/main'
i-05ab28efb10ffba0e,1573493686-7,7,m5d.large,60.23356867,10,10,1,TPC-B (sort of),simple,60 s,136435,data_directory = '/var/lib/postgresql/9.5/main'
i-063481688372009fc,1573493686-7,7,m5d.large,60.29002571,10,10,1,TPC-B (sort of),simple,60 s,128087,data_directory = '/var/lib/postgresql/9.5/main'
i-063481688372009fc,1573493686-7,7,m5d.large,60.25915933,10,10,1,TPC-B (sort of),simple,60 s,127573,data_directory = '/var/lib/postgresql/9.5/main'
i-063481688372009fc,1573493686-7,7,m5d.large,60.24528217,10,10,1,TPC-B (sort of),simple,60 s,127242,data_directory = '/var/lib/postgresql/9.5/main'
i-0645c1eba4dd8ef9d,1573493686-7,7,m5d.large,60.24421883,10,10,1,TPC-B (sort of),simple,60 s,125277,data_directory = '/var/lib/postgresql/9.5/main'
i-0645c1eba4dd8ef9d,1573493686-7,7,m5d.large,60.24176264,10,10,1,TPC-B (sort of),simple,60 s,126055,data_directory = '/var/lib/postgresql/9.5/main'
i-0645c1eba4dd8ef9d,1573493686-7,7,m5d.large,60.24052668,10,10,1,TPC-B (sort of),simple,60 s,125420,data_directory = '/var/lib/postgresql/9.5/main'
i-06927687233d3ce81,1573493686-7,7,m5d.large,60.29336667,10,10,1,TPC-B (sort of),simple,60 s,136096,data_directory = '/var/lib/postgresql/9.5/main'
i-06927687233d3ce81,1573493686-7,7,m5d.large,60.30673242,10,10,1,TPC-B (sort of),simple,60 s,136531,data_directory = '/var/lib/postgresql/9.5/main'
i-06927687233d3ce81,1573493686-7,7,m5d.large,60.23018312,10,10,1,TPC-B (sort of),simple,60 s,137204,data_directory = '/var/lib/postgresql/9.5/main'
i-070a809e2a5831c4b,1573493686-7,7,m5d.large,60.2812736,10,10,1,TPC-B (sort of),simple,60 s,126724,data_directory = '/var/lib/postgresql/9.5/main'
i-070a809e2a5831c4b,1573493686-7,7,m5d.large,60.29259467,10,10,1,TPC-B (sort of),simple,60 s,126065,data_directory = '/var/lib/postgresql/9.5/main'
i-070a809e2a5831c4b,1573493686-7,7,m5d.large,60.31174111,10,10,1,TPC-B (sort of),simple,60 s,126059,data_directory = '/var/lib/postgresql/9.5/main'
i-0794604aa899e9363,1573493686-7,7,m5d.large,60.25501847,10,10,1,TPC-B (sort of),simple,60 s,126321,data_directory = '/var/lib/postgresql/9.5/main'
i-0794604aa899e9363,1573493686-7,7,m5d.large,60.24130893,10,10,1,TPC-B (sort of),simple,60 s,126672,data_directory = '/var/lib/postgresql/9.5/main'
i-0794604aa899e9363,1573493686-7,7,m5d.large,60.29178953,10,10,1,TPC-B (sort of),simple,60 s,125878,data_directory = '/var/lib/postgresql/9.5/main'
i-0847a1fde1239b4f6,1573493686-7,7,m5d.large,60.18246579,10,10,1,TPC-B (sort of),simple,60 s,125585,data_directory = '/var/lib/postgresql/9.5/main'
i-0847a1fde1239b4f6,1573493686-7,7,m5d.large,60.15396357,10,10,1,TPC-B (sort of),simple,60 s,125830,data_directory = '/var/lib/postgresql/9.5/main'
i-0847a1fde1239b4f6,1573493686-7,7,m5d.large,60.14959335,10,10,1,TPC-B (sort of),simple,60 s,125473,data_directory = '/var/lib/postgresql/9.5/main'
i-099dd766270dcdfe0,1573493686-7,7,m5d.large,60.17417383,10,10,1,TPC-B (sort of),simple,60 s,137596,data_directory = '/var/lib/postgresql/9.5/main'
i-099dd766270dcdfe0,1573493686-7,7,m5d.large,60.16042686,10,10,1,TPC-B (sort of),simple,60 s,137610,data_directory = '/var/lib/postgresql/9.5/main'
i-099dd766270dcdfe0,1573493686-7,7,m5d.large,60.15430903,10,10,1,TPC-B (sort of),simple,60 s,137427,data_directory = '/var/lib/postgresql/9.5/main'
i-099ee1e4a83390362,1573493686-7,7,m5d.large,60.33673143,10,10,1,TPC-B (sort of),simple,60 s,137286,data_directory = '/var/lib/postgresql/9.5/main'
i-099ee1e4a83390362,1573493686-7,7,m5d.large,60.34281611,10,10,1,TPC-B (sort of),simple,60 s,137037,data_directory = '/var/lib/postgresql/9.5/main'
i-099ee1e4a83390362,1573493686-7,7,m5d.large,60.336169,10,10,1,TPC-B (sort of),simple,60 s,136969,data_directory = '/var/lib/postgresql/9.5/main'
i-0a2a407c9df56cfd9,1573493686-7,7,m5d.large,60.26292324,10,10,1,TPC-B (sort of),simple,60 s,126694,data_directory = '/var/lib/postgresql/9.5/main'
i-0a2a407c9df56cfd9,1573493686-7,7,m5d.large,60.2761395,10,10,1,TPC-B (sort of),simple,60 s,126718,data_directory = '/var/lib/postgresql/9.5/main'
i-0a2a407c9df56cfd9,1573493686-7,7,m5d.large,60.27868271,10,10,1,TPC-B (sort of),simple,60 s,126631,data_directory = '/var/lib/postgresql/9.5/main'
i-0a4d8691e4825dd05,1573493686-7,7,m5d.large,60.2587378,10,10,1,TPC-B (sort of),simple,60 s,129048,data_directory = '/var/lib/postgresql/9.5/main'
i-0a4d8691e4825dd05,1573493686-7,7,m5d.large,60.29029489,10,10,1,TPC-B (sort of),simple,60 s,128472,data_directory = '/var/lib/postgresql/9.5/main'
i-0a4d8691e4825dd05,1573493686-7,7,m5d.large,60.25893569,10,10,1,TPC-B (sort of),simple,60 s,128408,data_directory = '/var/lib/postgresql/9.5/main'
i-0a8c72dc0a2983782,1573493686-7,7,m5d.large,60.27701139,10,10,1,TPC-B (sort of),simple,60 s,127045,data_directory = '/var/lib/postgresql/9.5/main'
i-0a8c72dc0a2983782,1573493686-7,7,m5d.large,60.34256339,10,10,1,TPC-B (sort of),simple,60 s,126864,data_directory = '/var/lib/postgresql/9.5/main'
i-0a8c72dc0a2983782,1573493686-7,7,m5d.large,60.35237741,10,10,1,TPC-B (sort of),simple,60 s,126209,data_directory = '/var/lib/postgresql/9.5/main'
i-0ac717e37ac349436,1573493686-7,7,m5d.large,60.26544428,10,10,1,TPC-B (sort of),simple,60 s,127397,data_directory = '/var/lib/postgresql/9.5/main'
i-0ac717e37ac349436,1573493686-7,7,m5d.large,60.25124907,10,10,1,TPC-B (sort of),simple,60 s,126784,data_directory = '/var/lib/postgresql/9.5/main'
i-0ac717e37ac349436,1573493686-7,7,m5d.large,60.35337567,10,10,1,TPC-B (sort of),simple,60 s,126906,data_directory = '/var/lib/postgresql/9.5/main'
i-0ba6ac65eda5fd2be,1573493686-7,7,m5d.large,60.21797204,10,10,1,TPC-B (sort of),simple,60 s,136240,data_directory = '/var/lib/postgresql/9.5/main'
i-0ba6ac65eda5fd2be,1573493686-7,7,m5d.large,60.16048408,10,10,1,TPC-B (sort of),simple,60 s,136207,data_directory = '/var/lib/postgresql/9.5/main'
i-0ba6ac65eda5fd2be,1573493686-7,7,m5d.large,60.15403843,10,10,1,TPC-B (sort of),simple,60 s,136346,data_directory = '/var/lib/postgresql/9.5/main'
i-0bab7b4ffcce0b983,1573493686-7,7,m5d.large,60.38017845,10,10,1,TPC-B (sort of),simple,60 s,127558,data_directory = '/var/lib/postgresql/9.5/main'
i-0bab7b4ffcce0b983,1573493686-7,7,m5d.large,60.33567333,10,10,1,TPC-B (sort of),simple,60 s,127132,data_directory = '/var/lib/postgresql/9.5/main'
i-0bab7b4ffcce0b983,1573493686-7,7,m5d.large,60.35999727,10,10,1,TPC-B (sort of),simple,60 s,126301,data_directory = '/var/lib/postgresql/9.5/main'
i-0ca30052d9ba02efb,1573493686-7,7,m5d.large,60.29134345,10,10,1,TPC-B (sort of),simple,60 s,126640,data_directory = '/var/lib/postgresql/9.5/main'
i-0ca30052d9ba02efb,1573493686-7,7,m5d.large,60.28773069,10,10,1,TPC-B (sort of),simple,60 s,126548,data_directory = '/var/lib/postgresql/9.5/main'
i-0ca30052d9ba02efb,1573493686-7,7,m5d.large,60.2854991,10,10,1,TPC-B (sort of),simple,60 s,126083,data_directory = '/var/lib/postgresql/9.5/main'
i-0d297fb82acbdb87a,1573493686-7,7,m5d.large,60.18946695,10,10,1,TPC-B (sort of),simple,60 s,127536,data_directory = '/var/lib/postgresql/9.5/main'
i-0d297fb82acbdb87a,1573493686-7,7,m5d.large,60.20662355,10,10,1,TPC-B (sort of),simple,60 s,126936,data_directory = '/var/lib/postgresql/9.5/main'
i-0d297fb82acbdb87a,1573493686-7,7,m5d.large,60.20120573,10,10,1,TPC-B (sort of),simple,60 s,127036,data_directory = '/var/lib/postgresql/9.5/main'
i-0de61ed9382a3fb50,1573493686-7,7,m5d.large,60.32589602,10,10,1,TPC-B (sort of),simple,60 s,127505,data_directory = '/var/lib/postgresql/9.5/main'
i-0de61ed9382a3fb50,1573493686-7,7,m5d.large,60.35474658,10,10,1,TPC-B (sort of),simple,60 s,127793,data_directory = '/var/lib/postgresql/9.5/main'
i-0de61ed9382a3fb50,1573493686-7,7,m5d.large,60.45778179,10,10,1,TPC-B (sort of),simple,60 s,127482,data_directory = '/var/lib/postgresql/9.5/main'
i-0ec63ff7c20b94289,1573493686-7,7,m5d.large,60.25549078,10,10,1,TPC-B (sort of),simple,60 s,136656,data_directory = '/var/lib/postgresql/9.5/main'
i-0ec63ff7c20b94289,1573493686-7,7,m5d.large,60.31014657,10,10,1,TPC-B (sort of),simple,60 s,136134,data_directory = '/var/lib/postgresql/9.5/main'
i-0ec63ff7c20b94289,1573493686-7,7,m5d.large,60.43740726,10,10,1,TPC-B (sort of),simple,60 s,136806,data_directory = '/var/lib/postgresql/9.5/main'
i-0f689a3a33498e83d,1573493686-7,7,m5d.large,60.31606722,10,10,1,TPC-B (sort of),simple,60 s,136738,data_directory = '/var/lib/postgresql/9.5/main'
i-0f689a3a33498e83d,1573493686-7,7,m5d.large,60.26926661,10,10,1,TPC-B (sort of),simple,60 s,136582,data_directory = '/var/lib/postgresql/9.5/main'
i-0f689a3a33498e83d,1573493686-7,7,m5d.large,60.28219867,10,10,1,TPC-B (sort of),simple,60 s,136495,data_directory = '/var/lib/postgresql/9.5/main'
i-0fa2929654e737097,1573493686-7,7,m5d.large,60.27368402,10,10,1,TPC-B (sort of),simple,60 s,136953,data_directory = '/var/lib/postgresql/9.5/main'
i-0fa2929654e737097,1573493686-7,7,m5d.large,60.26550794,10,10,1,TPC-B (sort of),simple,60 s,136626,data_directory = '/var/lib/postgresql/9.5/main'
i-0fa2929654e737097,1573493686-7,7,m5d.large,60.35874271,10,10,1,TPC-B (sort of),simple,60 s,136966,data_directory = '/var/lib/postgresql/9.5/main'
i-0fe43e68fee80f492,1573493686-7,7,m5d.large,60.32088375,10,10,1,TPC-B (sort of),simple,60 s,127366,data_directory = '/var/lib/postgresql/9.5/main'
i-0fe43e68fee80f492,1573493686-7,7,m5d.large,60.2752862,10,10,1,TPC-B (sort of),simple,60 s,127386,data_directory = '/var/lib/postgresql/9.5/main'
i-0fe43e68fee80f492,1573493686-7,7,m5d.large,60.24019432,10,10,1,TPC-B (sort of),simple,60 s,127049,data_directory = '/var/lib/postgresql/9.5/main'
