python3 distribute_work.py -b sysbench -c 5 -n 10 -d 2,,,,,,,,,,
experimentID,setId,instanceID,instanceType,wallTime,testOption,per-request-avg-time,total-time,thread-num,Standard deviation,Average
1571978908-33,33,i-001050c1bdb37b36e,m5d.large,9.054694414,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.20ms,9.0338s,2,,
1571978908-33,33,i-001050c1bdb37b36e,m5d.large,9.037830114,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.01ms,9.0176s,2,,
1571978908-33,33,i-001050c1bdb37b36e,m5d.large,9.03565836,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.88ms,9.0161s,2,,
1571978908-33,33,i-05c514d7a91792838,m5d.large,9.05658555,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.39ms,9.0233s,2,,
1571978908-33,33,i-05c514d7a91792838,m5d.large,9.041307211,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.14ms,9.0167s,2,,
1571978908-33,33,i-05c514d7a91792838,m5d.large,9.052326441,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.27ms,9.0329s,2,,
1571978908-33,33,i-05c514d7a91792838,m5d.large,9.044690847,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.57ms,9.0237s,2,,
1571978908-33,33,i-05c514d7a91792838,m5d.large,9.037688732,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.87ms,9.0181s,2,,
1571978908-33,33,i-05c514d7a91792838,m5d.large,9.039065838,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.76ms,9.0194s,2,,
1571978908-33,33,i-05c514d7a91792838,m5d.large,9.037239552,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.10ms,9.0172s,2,,
1571978908-33,33,i-05c514d7a91792838,m5d.large,9.048918724,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.15ms,9.0269s,2,,
1571978908-33,33,i-05c514d7a91792838,m5d.large,9.036475182,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.89ms,9.0159s,2,,
1571978908-33,33,i-05c514d7a91792838,m5d.large,9.038273811,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.72ms,9.0169s,2,,
1571978908-33,33,i-07407fc712792c26f,m5d.large,9.057014704,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.25ms,9.0367s,2,,
1571978908-33,33,i-07407fc712792c26f,m5d.large,9.04638195,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.61ms,9.0240s,2,,
1571978908-33,33,i-07407fc712792c26f,m5d.large,9.045152903,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.41ms,9.0240s,2,,
1571978908-33,33,i-07407fc712792c26f,m5d.large,9.03837657,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.34ms,9.0169s,2,,
1571978908-33,33,i-07407fc712792c26f,m5d.large,9.034073114,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.97ms,9.0150s,2,,
1571978908-33,33,i-07407fc712792c26f,m5d.large,9.046225548,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.10ms,9.0260s,2,,
1571978908-33,33,i-07407fc712792c26f,m5d.large,9.036796331,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.04ms,9.0177s,2,,
1571978908-33,33,i-07407fc712792c26f,m5d.large,9.036107779,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.88ms,9.0163s,2,,
1571978908-33,33,i-07407fc712792c26f,m5d.large,9.039326191,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.61ms,9.0185s,2,,
1571978908-33,33,i-07407fc712792c26f,m5d.large,9.040039301,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.54ms,9.0202s,2,,
1571978908-33,33,i-08eaaeb6a2eb55434,m5d.large,9.042726278,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.63ms,9.0239s,2,,
1571978908-33,33,i-08eaaeb6a2eb55434,m5d.large,9.040151119,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.16ms,9.0218s,2,,
1571978908-33,33,i-08eaaeb6a2eb55434,m5d.large,9.1831007,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.39ms,9.0175s,2,,
1571978908-33,33,i-08eaaeb6a2eb55434,m5d.large,9.042577028,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.15ms,9.0240s,2,,
1571978908-33,33,i-08eaaeb6a2eb55434,m5d.large,9.0391891,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.42ms,9.0201s,2,,
1571978908-33,33,i-08eaaeb6a2eb55434,m5d.large,9.046325445,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.83ms,9.0274s,2,,
1571978908-33,33,i-08eaaeb6a2eb55434,m5d.large,9.047938585,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.77ms,9.0297s,2,,
1571978908-33,33,i-08eaaeb6a2eb55434,m5d.large,9.037593603,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.29ms,9.0188s,2,,
1571978908-33,33,i-08eaaeb6a2eb55434,m5d.large,9.046337128,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.43ms,9.0274s,2,,
1571978908-33,33,i-08eaaeb6a2eb55434,m5d.large,9.043898582,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.12ms,9.0248s,2,,
1571978908-33,33,i-0936bc4464bb97bde,m5d.large,9.039032698,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.61ms,9.0194s,2,,
1571978908-33,33,i-0936bc4464bb97bde,m5d.large,9.038594484,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.69ms,9.0190s,2,,
1571978908-33,33,i-0936bc4464bb97bde,m5d.large,9.03747201,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.93ms,9.0178s,2,,
1571978908-33,33,i-0936bc4464bb97bde,m5d.large,9.034569263,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.81ms,9.0163s,2,,
1571978908-33,33,i-0936bc4464bb97bde,m5d.large,9.03780818,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.63ms,9.0182s,2,,
1571978908-33,33,i-0936bc4464bb97bde,m5d.large,9.037194729,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.78ms,9.0165s,2,,
1571978908-33,33,i-0936bc4464bb97bde,m5d.large,9.035268545,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.98ms,9.0159s,2,,
1571978908-33,33,i-0936bc4464bb97bde,m5d.large,9.046806097,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.16ms,9.0268s,2,,
1571978908-33,33,i-0936bc4464bb97bde,m5d.large,9.036227465,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.82ms,9.0166s,2,,
1571978908-33,33,i-0936bc4464bb97bde,m5d.large,9.039411068,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.79ms,9.0195s,2,,
1571978908-33,33,i-0aa8cb5e00b540739,m5d.large,9.052703381,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.36ms,9.0311s,2,,
1571978908-33,33,i-0aa8cb5e00b540739,m5d.large,9.055063725,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.70ms,9.0340s,2,,
1571978908-33,33,i-0aa8cb5e00b540739,m5d.large,9.040713072,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.03ms,9.0198s,2,,
1571978908-33,33,i-0aa8cb5e00b540739,m5d.large,9.048119068,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.78ms,9.0260s,2,,
1571978908-33,33,i-0aa8cb5e00b540739,m5d.large,9.041630983,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.04ms,9.0195s,2,,
1571978908-33,33,i-0aa8cb5e00b540739,m5d.large,9.038601398,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.33ms,9.0176s,2,,
1571978908-33,33,i-0aa8cb5e00b540739,m5d.large,9.055533409,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.05ms,9.0342s,2,,
1571978908-33,33,i-0aa8cb5e00b540739,m5d.large,9.04245472,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.14ms,9.0205s,2,,
1571978908-33,33,i-0aa8cb5e00b540739,m5d.large,9.041002035,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.05ms,9.0197s,2,,
1571978908-33,33,i-0aa8cb5e00b540739,m5d.large,9.045253992,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.52ms,9.0243s,2,,
1571978908-33,33,i-0ab94111e6e8caedd,m5d.large,9.040680408,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.64ms,9.0194s,2,,
1571978908-33,33,i-0ab94111e6e8caedd,m5d.large,9.049695015,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.89ms,9.0292s,2,,
1571978908-33,33,i-0ab94111e6e8caedd,m5d.large,9.05404067,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.30ms,9.0330s,2,,
1571978908-33,33,i-0ab94111e6e8caedd,m5d.large,9.03792572,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.64ms,9.0168s,2,,
1571978908-33,33,i-0ab94111e6e8caedd,m5d.large,9.038795233,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.60ms,9.0184s,2,,
1571978908-33,33,i-0ab94111e6e8caedd,m5d.large,9.035880327,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.09ms,9.0157s,2,,
1571978908-33,33,i-0ab94111e6e8caedd,m5d.large,9.036332607,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.95ms,9.0161s,2,,
1571978908-33,33,i-0ab94111e6e8caedd,m5d.large,9.03851223,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.58ms,9.0185s,2,,
1571978908-33,33,i-0ab94111e6e8caedd,m5d.large,9.048006773,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.39ms,9.0266s,2,,
1571978908-33,33,i-0ab94111e6e8caedd,m5d.large,9.037184238,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.69ms,9.0176s,2,,
1571978908-33,33,i-0b8def0067d2f10b3,m5d.large,9.046622753,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.60ms,9.0271s,2,,
1571978908-33,33,i-0b8def0067d2f10b3,m5d.large,9.052876234,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.50ms,9.0336s,2,,
1571978908-33,33,i-0b8def0067d2f10b3,m5d.large,9.036761284,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.66ms,9.0173s,2,,
1571978908-33,33,i-0b8def0067d2f10b3,m5d.large,9.040621042,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.49ms,9.0217s,2,,
1571978908-33,33,i-0b8def0067d2f10b3,m5d.large,9.036714077,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.91ms,9.0160s,2,,
1571978908-33,33,i-0b8def0067d2f10b3,m5d.large,9.035233021,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.77ms,9.0161s,2,,
1571978908-33,33,i-0b8def0067d2f10b3,m5d.large,9.035512209,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.75ms,9.0161s,2,,
1571978908-33,33,i-0b8def0067d2f10b3,m5d.large,9.04625535,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.06ms,9.0263s,2,,
1571978908-33,33,i-0b8def0067d2f10b3,m5d.large,9.037912846,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.67ms,9.0185s,2,,
1571978908-33,33,i-0b8def0067d2f10b3,m5d.large,9.03554821,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.91ms,9.0152s,2,,
1571978908-33,33,i-0cd407f165a7d2bae,m5d.large,9.041937828,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.30ms,9.0218s,2,,
1571978908-33,33,i-0cd407f165a7d2bae,m5d.large,9.045058012,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.19ms,9.0249s,2,,
1571978908-33,33,i-0cd407f165a7d2bae,m5d.large,9.051003218,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.88ms,9.0310s,2,,
1571978908-33,33,i-0cd407f165a7d2bae,m5d.large,9.03770709,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.57ms,9.0179s,2,,
1571978908-33,33,i-0cd407f165a7d2bae,m5d.large,9.041675568,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.96ms,9.0210s,2,,
1571978908-33,33,i-0cd407f165a7d2bae,m5d.large,9.038753748,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.52ms,9.0177s,2,,
1571978908-33,33,i-0cd407f165a7d2bae,m5d.large,9.039005995,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.47ms,9.0177s,2,,
1571978908-33,33,i-0cd407f165a7d2bae,m5d.large,9.050875187,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.63ms,9.0303s,2,,
1571978908-33,33,i-0cd407f165a7d2bae,m5d.large,9.038890362,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.62ms,9.0183s,2,,
1571978908-33,33,i-0cd407f165a7d2bae,m5d.large,9.038290501,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.40ms,9.0177s,2,,
1571978908-33,33,i-0ce514e8cc687cfc3,m5d.large,9.046284676,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.61ms,9.0239s,2,,
1571978908-33,33,i-0ce514e8cc687cfc3,m5d.large,9.045299768,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.67ms,9.0246s,2,,
1571978908-33,33,i-0ce514e8cc687cfc3,m5d.large,9.063882589,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.38ms,9.0335s,2,,
1571978908-33,33,i-0ce514e8cc687cfc3,m5d.large,9.041047335,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.86ms,9.0186s,2,,
1571978908-33,33,i-0ce514e8cc687cfc3,m5d.large,9.039093256,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.74ms,9.0190s,2,,
1571978908-33,33,i-0ce514e8cc687cfc3,m5d.large,9.039606333,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.85ms,9.0186s,2,,
1571978908-33,33,i-0ce514e8cc687cfc3,m5d.large,9.04003787,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.87ms,9.0198s,2,,
1571978908-33,33,i-0ce514e8cc687cfc3,m5d.large,9.050541162,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.01ms,9.0303s,2,,
1571978908-33,33,i-0ce514e8cc687cfc3,m5d.large,9.044775009,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.69ms,9.0227s,2,,
1571978908-33,33,i-0ce514e8cc687cfc3,m5d.large,9.041656494,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.80ms,9.0209s,2,,
1571978908-33,33,i-0d6e05a5d1bb34175,m5d.large,9.045119286,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.90ms,9.0263s,2,,
1571978908-33,33,i-0d6e05a5d1bb34175,m5d.large,9.054273129,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.10ms,9.0344s,2,,
1571978908-33,33,i-0d6e05a5d1bb34175,m5d.large,9.035781384,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.61ms,9.0167s,2,,
1571978908-33,33,i-0d6e05a5d1bb34175,m5d.large,9.036830187,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.42ms,9.0178s,2,,
1571978908-33,33,i-0d6e05a5d1bb34175,m5d.large,9.035513878,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.63ms,9.0166s,2,,
1571978908-33,33,i-0d6e05a5d1bb34175,m5d.large,9.036492825,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.88ms,9.0174s,2,,
1571978908-33,33,i-0d6e05a5d1bb34175,m5d.large,9.045716286,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.12ms,9.0267s,2,,
1571978908-33,33,i-0d6e05a5d1bb34175,m5d.large,9.042945623,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.64ms,9.0233s,2,,
1571978908-33,33,i-0d6e05a5d1bb34175,m5d.large,9.035937548,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.74ms,9.0167s,2,,
1571978908-33,33,i-0d6e05a5d1bb34175,m5d.large,9.035611153,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.74ms,9.0167s,2,,
1571978908-33,33,i-0db58bb48083166f4,m5d.large,9.082862139,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.60ms,9.0340s,2,,
1571978908-33,33,i-0db58bb48083166f4,m5d.large,9.04315114,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.93ms,9.0201s,2,,
1571978908-33,33,i-0db58bb48083166f4,m5d.large,9.040524006,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.89ms,9.0201s,2,,
1571978908-33,33,i-0db58bb48083166f4,m5d.large,9.040530443,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.06ms,9.0190s,2,,
1571978908-33,33,i-0db58bb48083166f4,m5d.large,9.0395298,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.10ms,9.0197s,2,,
1571978908-33,33,i-0db58bb48083166f4,m5d.large,9.046814919,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.31ms,9.0270s,2,,
1571978908-33,33,i-0db58bb48083166f4,m5d.large,9.039510489,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.27ms,9.0187s,2,,
1571978908-33,33,i-0db58bb48083166f4,m5d.large,9.03861165,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.05ms,9.0181s,2,,
1571978908-33,33,i-0db58bb48083166f4,m5d.large,9.043896198,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.96ms,9.0231s,2,,
1571978908-33,33,i-0db58bb48083166f4,m5d.large,9.043820858,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.47ms,9.0217s,2,,
1571978908-33,33,i-0ddab6d1309083e6f,m5d.large,9.04666543,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.21ms,9.0252s,2,,
1571978908-33,33,i-0ddab6d1309083e6f,m5d.large,9.039461136,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.86ms,9.0181s,2,,
1571978908-33,33,i-0ddab6d1309083e6f,m5d.large,9.050730705,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.55ms,9.0298s,2,,
1571978908-33,33,i-0ddab6d1309083e6f,m5d.large,9.043220043,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.71ms,9.0238s,2,,
1571978908-33,33,i-0ddab6d1309083e6f,m5d.large,9.039186001,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.84ms,9.0183s,2,,
1571978908-33,33,i-0ddab6d1309083e6f,m5d.large,9.039376736,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.85ms,9.0177s,2,,
1571978908-33,33,i-0ddab6d1309083e6f,m5d.large,9.045079231,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.69ms,9.0247s,2,,
1571978908-33,33,i-0ddab6d1309083e6f,m5d.large,9.065622807,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.96ms,9.0366s,2,,
1571978908-33,33,i-0ddab6d1309083e6f,m5d.large,9.044406652,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.73ms,9.0222s,2,,
1571978908-33,33,i-0ddab6d1309083e6f,m5d.large,9.038324833,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.95ms,9.0182s,2,,
1571978908-33,33,i-0e24cf40ed2339dfb,m5d.large,9.055164099,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.42ms,9.0350s,2,,
1571978908-33,33,i-0e24cf40ed2339dfb,m5d.large,9.040392637,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.80ms,9.0198s,2,,
1571978908-33,33,i-0e24cf40ed2339dfb,m5d.large,9.046494484,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.48ms,9.0251s,2,,
1571978908-33,33,i-0e24cf40ed2339dfb,m5d.large,9.039030313,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.93ms,9.0185s,2,,
1571978908-33,33,i-0e24cf40ed2339dfb,m5d.large,9.040363073,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.92ms,9.0202s,2,,
1571978908-33,33,i-0e24cf40ed2339dfb,m5d.large,9.050457954,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.49ms,9.0307s,2,,
1571978908-33,33,i-0e24cf40ed2339dfb,m5d.large,9.051009417,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.45ms,9.0306s,2,,
1571978908-33,33,i-0e24cf40ed2339dfb,m5d.large,9.043578863,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.90ms,9.0212s,2,,
1571978908-33,33,i-0e24cf40ed2339dfb,m5d.large,9.043336868,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.87ms,9.0228s,2,,
1571978908-33,33,i-0e24cf40ed2339dfb,m5d.large,9.045836449,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.11ms,9.0248s,2,,
1571978908-33,33,i-0ee7f31ab970c7e59,m5d.large,9.040193319,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.85ms,9.0212s,2,,
1571978908-33,33,i-0ee7f31ab970c7e59,m5d.large,9.042318583,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.00ms,9.0231s,2,,
1571978908-33,33,i-0ee7f31ab970c7e59,m5d.large,9.052231073,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.67ms,9.0327s,2,,
1571978908-33,33,i-0ee7f31ab970c7e59,m5d.large,9.037925959,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.21ms,9.0185s,2,,
1571978908-33,33,i-0ee7f31ab970c7e59,m5d.large,9.045315504,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.73ms,9.0260s,2,,
1571978908-33,33,i-0ee7f31ab970c7e59,m5d.large,9.043515921,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.13ms,9.0245s,2,,
1571978908-33,33,i-0ee7f31ab970c7e59,m5d.large,9.041957378,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.25ms,9.0224s,2,,
1571978908-33,33,i-0ee7f31ab970c7e59,m5d.large,9.047435284,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.55ms,9.0281s,2,,
1571978908-33,33,i-0ee7f31ab970c7e59,m5d.large,9.037602186,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.16ms,9.0183s,2,,
1571978908-33,33,i-0ee7f31ab970c7e59,m5d.large,9.042812109,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.47ms,9.0242s,2,0.013347653,9.043885514
,,,,,,,,,,
1571978908-34,34,i-001050c1bdb37b36e,m5d.large,9.050897837,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.54ms,9.0189s,2,,
1571978908-34,34,i-001050c1bdb37b36e,m5d.large,9.043613911,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.89ms,9.0208s,2,,
1571978908-34,34,i-001050c1bdb37b36e,m5d.large,9.052172184,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.50ms,9.0317s,2,,
1571978908-34,34,i-001050c1bdb37b36e,m5d.large,9.035006762,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.81ms,9.0163s,2,,
1571978908-34,34,i-001050c1bdb37b36e,m5d.large,9.042767286,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.51ms,9.0235s,2,,
1571978908-34,34,i-001050c1bdb37b36e,m5d.large,9.038680315,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.97ms,9.0189s,2,,
1571978908-34,34,i-001050c1bdb37b36e,m5d.large,9.040194035,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.08ms,9.0198s,2,,
1571978908-34,34,i-001050c1bdb37b36e,m5d.large,9.062532663,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.05ms,9.0350s,2,,
1571978908-34,34,i-001050c1bdb37b36e,m5d.large,9.037545443,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.94ms,9.0176s,2,,
1571978908-34,34,i-001050c1bdb37b36e,m5d.large,9.036880016,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.88ms,9.0172s,2,,
